Asset Group,Issue Description,Target Resolution Time,Target Resolution Date & Time,Target Duration (Hours),Actual Response Date & Time,Actual Resolution Date & Time,Actual Duration (Minutes),Actual Operation Time(Minutes),Technicians Count,Owning Department,Work Order Department,Status,Priority,Location,Life & Safety Asset,Failure Code,Cause Code,MaintenanceType
AIR HANDLING UNIT-05,AHU FILTER IS DIRTY,,2024-04-26 01:03:14,24,2024-04-25 00:10:00,2024-04-25 02:10:00,120.0,240.0,2,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AC TOO COLD - AM5 ENTIRE AREA,,2022-12-14 06:15:13,24,2022-12-13 05:20:00,2022-12-13 06:00:00,40.0,40.0,1,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,NOT WORKING,TEMP COLD IN SERVING AREA,CM
AIR HANDLING UNIT-05,SUPPLY AIR HUMIDITY HI LEVEL ALARM - AIR HANDLING UNIT01-AIRSIDE-CONCOURSE B-AL MAHA LOUNGE (AM5),,2023-09-21 13:00:43,24,2023-09-20 12:10:00,2023-09-20 18:05:00,355.0,710.0,2,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,NOT WORKING,AHU SHUTDOWN DUE TO FIRE ALARM ACTIVATION,CM
AIR HANDLING UNIT-05,AHU-A1154-101 FILTER DIRTY T1-09A-41,,2024-03-26 03:45:25,24,2024-03-25 02:50:00,2024-03-25 05:15:00,145.0,245.0,2,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,DP1 FILTER ALARM,,2022-04-11 08:37:56,24,2022-04-10 07:47:00,2022-04-10 18:09:00,622.0,123.0,2,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,T1-09A-41 FILTER DIRTY,,2022-04-06 11:03:11,24,2022-04-05 10:10:00,2022-04-05 12:00:00,110.0,220.0,2,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,"IN FAHU-A1154-101, DUCT INSULATION DAMAGED AT DIFFERENT LOCATION AM5 : MECHANICAL ROOM (T1-09A-41)",,2023-03-08 16:53:25,24,2023-03-07 16:00:00,2023-03-07 22:40:00,400.0,185.0,3,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,FILTER DIRTY – (FAHU-A1154-101) – T1 09A 41,,2023-08-31 20:44:11,24,2023-08-30 19:50:00,2023-08-31 00:55:00,305.0,365.0,3,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,FAHU-A1154-101 AM5 FILTER DIRTY,,2023-11-28 20:17:12,24,2023-11-27 19:25:00,2023-11-27 22:00:00,155.0,125.0,2,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,FILTER DIRTY,,2022-10-06 21:57:16,24,2022-10-05 21:05:00,2022-10-05 23:05:00,120.0,360.0,3,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,WATER DRIPPING FROM AC,,2023-01-08 11:45:55,24,2023-01-07 10:50:00,2023-01-07 13:50:00,180.0,720.0,4,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,WATER LEAKAGE,BLOCKED DRAIN LINE,CM
AIR HANDLING UNIT-05,AIR FILTER DIRTY,,2022-04-06 11:13:02,24,2022-04-05 10:20:00,2022-04-05 17:00:00,400.0,130.0,2,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,CABIN LAMP NOT WORKING -FRESH AIR HANDLING UNIT,,2023-09-01 04:31:05,24,2023-08-31 03:40:00,2023-08-31 06:40:00,180.0,360.0,2,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE B-AL MAHA  LOUNGE 5,N,NOT WORKING,AIR FILTER BLOCKED,CM
AIR HANDLING UNIT-05,AHU-A1153-101 DP3 DUST FILTER STATUS  T1-08A-08,,2023-05-26 17:20:59,24,2023-05-25 16:28:00,2023-05-25 21:10:00,282.0,247.0,3,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE A-FREQUENT FLYER LOUNGE 1,N,DAMAGED,AIR FILTER DAMAGED,CM
AIR HANDLING UNIT-05,A/C IS TOO COLD AT RECEPTION,,2024-02-08 21:08:13,24,2024-02-07 20:15:00,2024-02-07 21:30:00,75.0,60.0,1,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE A-FREQUENT FLYER LOUNGE 1,N,NOT WORKING,TEMP COLD IN SERVING AREA,CM
AIR HANDLING UNIT-05,DP3 DUST FILTER STATUS MECHANICAL ROOM T1-08A-08,,2024-02-16 19:31:06,24,2024-02-15 18:40:00,2024-02-15 20:00:00,80.0,115.0,3,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE A-FREQUENT FLYER LOUNGE 1,N,DIRTY,DUST ACCUMULATION,CM
AIR HANDLING UNIT-05,A/C IS TOO COLD IN FREQUENT FLYER LOUNGE 1,,2022-12-13 12:03:54,24,2022-12-12 11:12:00,2022-12-12 12:10:00,58.0,116.0,2,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE A-FREQUENT FLYER LOUNGE 1,N,NOT WORKING,TEMP COLD IN SERVING AREA,CM
AIR HANDLING UNIT-05,DP3 DUST FILTER STATUS-PROJECT8.LOGICALVIEW:LOGICAL.MTCONALP.A1153.1STFLRP1.DDC001.AHU101.SYSALM.DP3 / -T1-08A-08,,2023-03-21 18:41:23,24,2023-03-20 17:50:00,2023-03-20 22:30:00,280.0,165.0,3,HVAC,,Closed,Normal,HAMAD INTERNATIONAL AIRPORT-AIRSIDE-CONCOURSE A-FREQUENT FLYER LOUNGE 1,N,NOT WORKING,BLOCKAGE OF AIR FLOW,CM
AIR HANDLING UNIT-05,FAHU-A1110-HTR-401 DP2 FILTER ALARM,,2022-01-31 08:41:14,24,2022-01-30 07:50:00,2022-01-30 10:30:00,160.0,179.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,AHU206 – BELT DAMAGED & LIGHT NOT WORKING,,2022-03-10 08:17:18,24,2022-03-09 07:27:00,2022-03-09 08:30:00,63.0,189.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,MARINE LIGHT NOT WORKING -MAIN TERMINAL BUILDING-FOURTH FLOOR AREA 008,,2022-03-10 08:46:21,24,2022-03-09 07:55:00,2022-03-09 12:30:00,275.0,75.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,NOT WORKING,MARINE LIGHT NOT WORKING,CM
AIR HANDLING UNIT-05,DP2 FILTER ALARM,,2022-04-25 04:07:34,24,2022-04-24 03:17:00,2022-04-24 05:50:00,153.0,188.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,NOISY,ABNORMAL VIBRATION OF EQUIPMENT DUE TO LOOSE PART OR SYSTEM COMPONENT,CM
AIR HANDLING UNIT-05,DP1 FILTER ALARM,,2022-05-29 20:06:02,24,2022-05-28 19:16:00,2022-05-28 20:45:00,89.0,178.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,DP3 FILTER ALARM T4-08-04,,2022-06-28 08:52:37,24,2022-06-27 08:00:00,2022-06-27 10:20:00,140.0,175.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,AHU BELT IS DAMAGE T4-08-04,,2022-06-28 08:53:27,24,2022-06-27 08:00:00,2022-06-27 11:25:00,205.0,124.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,AHU FILTER DIRTY - T4-08-04,,2022-07-04 20:52:41,24,2022-07-03 20:00:00,2022-07-03 23:15:00,195.0,127.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DIRTY,DUST ACCUMULATION,CM
AIR HANDLING UNIT-05, FILTER ALARM,,2022-09-29 11:40:34,24,2022-09-28 10:50:00,2022-09-28 15:30:00,280.0,105.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,V-BELT DAMAGED-  T4-08-04,,2022-11-14 16:24:05,24,2022-11-13 15:30:00,2022-11-13 17:00:00,90.0,180.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,AHU BELT DAMAGED – T4-08-04 (MECHANICAL ROOM),,2023-05-28 11:32:37,24,2023-05-27 10:40:00,2023-05-27 13:00:00,140.0,278.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,"V BELT DAMAGED, FAHU-A1110-HTR-401, T4-08-04",,2023-08-02 14:47:13,24,2023-08-01 13:50:00,2023-08-01 15:20:00,90.0,180.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,PDIS1- DUST FILTER STATUS ALARM - FAHU-A1110-HTR-401 T4-08-04 (MECHANICAL ROOM),,2023-08-25 10:27:51,24,2023-08-24 09:35:00,2023-08-24 14:00:00,265.0,125.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,AHU-A1110-HFT-401 DP2 FILTER ALARM,,2022-09-01 16:10:10,24,2022-08-31 15:20:00,2022-08-31 15:45:00,25.0,50.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,SUPPLY MOTOR  BELT DAMAGED,,2022-10-01 20:10:45,24,2022-09-30 19:20:00,2022-09-30 20:50:00,90.0,180.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,SUPPLY V-BELT DAMAGED -AIR HANDLING UNIT 206-AIRSIDE-MAIN TERMINAL BUILDING-FOURTH FLOOR AREA 008,,2022-10-01 11:32:16,24,2022-09-30 10:40:00,2022-09-30 13:15:00,155.0,155.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,SUPPLY MORTAR BELT DAMAGED – T4-08-04,,2022-11-30 01:22:11,24,2022-11-29 00:30:00,2022-11-29 02:30:00,120.0,240.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,FAHU-A1110-HTR-401 PDIS1- DUST FILTER STATUS ALARM,,2023-07-29 12:15:58,24,2023-07-28 11:20:00,2023-07-28 13:35:00,135.0,185.0,4,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,AIR FILTER DAMAGED,CM
AIR HANDLING UNIT-05,PDIS1- DUST FILTER STATUS ALARM - T4-08-04 (MECHANICAL ROOM),,2023-08-13 15:07:11,24,2023-08-12 14:15:00,2023-08-12 17:50:00,215.0,125.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,"SUPPLY BELT DAMAGED, FAHU-A1110-HTR-401, T4-08-04",,2023-08-27 09:30:05,24,2023-08-26 08:35:00,2023-08-26 09:35:00,60.0,120.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,BELT DAMAGED,,2023-09-24 01:15:17,24,2023-09-23 00:20:00,2023-09-23 02:40:00,140.0,185.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,AIR HANDLING UNIT 206--FILTER DIRTY t4-08-04,,2023-10-19 12:05:13,24,2023-10-18 11:10:00,2023-10-18 12:40:00,90.0,180.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,AIR FILTER DAMAGED,CM
AIR HANDLING UNIT-05,BELT DAMAGED -AIR HANDLING UNIT 206-AIRSIDE-MAIN TERMINAL BUILDING-FOURTH FLOOR AREA 008,,2023-11-08 10:14:07,24,2023-11-07 09:20:00,2023-11-07 10:40:00,80.0,160.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,AIR HANDLING UNIT 206--BELT DAMAGE (T4-08-04),,2024-03-20 08:53:21,24,2024-03-19 08:00:00,2024-03-19 12:00:00,240.0,170.0,4,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,AHU FILTER DIRTY - MAIN TERMINAL BUILDING-FOURTH FLOOR AREA 008,,2022-09-24 02:53:58,24,2022-09-23 02:00:00,2022-09-23 04:20:00,140.0,185.0,4,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,FILTER DIRTY - FAHU-A1110-HTR-401 - T4-08-04,,2022-12-24 02:40:50,24,2022-12-23 01:45:00,2022-12-23 04:10:00,145.0,185.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,SUPPLY V BELT DAMAGED – T4-08-04,,2023-01-08 23:19:22,24,2023-01-07 22:25:00,2023-01-07 23:55:00,90.0,180.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,PDIS1- DUST FILTER STATUS - T4-08-04,,2023-05-24 11:14:26,24,2023-05-23 10:21:00,2023-05-23 15:15:00,294.0,187.0,4,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,ABNORMAL VIBRATION OF EQUIPMENT DUE TO LOOSE PART OR SYSTEM COMPONENT,CM
AIR HANDLING UNIT-05,"PDIS1- DUST FILTER STATUS ALARM - PROJECT8.LOGICALVIEW:LOGICAL.BAC3.A1110.4THFLR.DDC001.FAHU401.SYSALM.DP2 / 							
",,2023-06-02 15:19:15,24,2023-06-01 14:25:00,2023-06-01 16:10:00,105.0,130.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,NOT WORKING,BLOWER FAN FAULTY,CM
AIR HANDLING UNIT-05,DP1 FILTER ALARM  - T4-08-04 (MECHANICAL ROOM),,2023-06-14 10:58:57,24,2023-06-13 10:05:00,2023-06-13 16:40:00,395.0,125.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AHU BELT DAMAGED - T4-08-04,,2023-06-24 22:36:38,24,2023-06-23 21:41:00,2023-06-23 23:10:00,89.0,267.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,"SUPPLY AIR HUMIDITY HI LEVEL ALARM - PROJECT8.LOGICALVIEW:LOGICAL.BAC3.A1110.4THFLR.DDC001.FAHU401.SYSALM.RHAL2 / 							
					
",,2023-09-21 12:59:07,24,2023-09-20 12:05:00,2023-09-20 17:05:00,300.0,115.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,NOT WORKING,BMS COMMUNICATION ERROR,CM
AIR HANDLING UNIT-05,FAHU-HTR-A1110-401 FILTER DIRTY - T4-08-04,,2024-01-19 11:42:03,24,2024-01-18 10:50:00,2024-01-18 14:20:00,210.0,125.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,AIR FILTER DAMAGED,CM
AIR HANDLING UNIT-05,PDIS1- DUST FILTER STATUS ALARM -  T4-08-04 (MECHANICAL ROOM)  -   PROJECT8.LOGICALVIEW:LOGICAL.BAC3.A1110.4THFLR.DDC001.FAHU401.SYSALM.DP2 /,,2023-10-08 14:31:30,24,2023-10-07 13:40:00,2023-10-07 20:00:00,380.0,125.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,BELT DAMAGE -  AIR HANDLING UNIT 206-AIRSIDE-MAIN TERMINAL BUILDING-FOURTH FLOOR AREA 008,,2024-04-25 04:11:32,24,2024-04-24 03:20:00,2024-04-24 05:50:00,150.0,276.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,AHU CABIN LAMP FAULTY - T4-08-04 (MECHANICAL ROOM),,2023-10-03 13:58:02,24,2023-10-02 13:05:00,2023-10-02 15:35:00,150.0,300.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,NOT WORKING,MARINE LIGHT NOT WORKING,CM
AIR HANDLING UNIT-05,"PDIS1- DUST FILTER STATUS FAHU-A1110-HTR-401							
						
",,2022-03-09 14:38:31,24,2022-03-08 13:47:00,2022-03-08 14:30:00,43.0,86.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,NOT WORKING,AIR FILTER BLOCKED,CM
AIR HANDLING UNIT-05,AHU BELT IS DAMAGED - FAHU-A1110-HTR-401 - T4-08-04,,2022-02-05 20:19:26,24,2022-02-04 19:29:00,2022-02-04 22:30:00,181.0,170.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,"PDIS1- DUST FILTER STATUS	FAHU-A1110-HTR-401		T4-08-04				PROJECT8.LOGICALVIEW:LOGICAL.BAC3.A1110.4THFLR.DDC001.FAHU401.SYSALM.DP2 / 	
Apr/04/2022 9:10:58 AM	",,2022-04-05 15:55:22,24,2022-04-04 15:05:00,2022-04-04 16:05:00,60.0,120.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,AIR FILTER DAMAGED,CM
AIR HANDLING UNIT-05,FAHU-A1110-HTR-401- AHU CABIN LAMP NOT FUNCTIONING,,2022-11-14 14:21:01,24,2022-11-13 13:30:00,2022-11-13 17:20:00,230.0,185.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,NOT WORKING,MARINE LIGHT NOT WORKING,CM
AIR HANDLING UNIT-05,BELT DAMAGED-AIR HANDLING UNIT 206-AIRSIDE-MAIN TERMINAL BUILDING-FOURTH FLOOR AREA 008,,2022-12-23 14:35:36,24,2022-12-22 13:40:00,2022-12-22 15:00:00,80.0,160.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,FILTER ALARM - FAHU-A1110-HTR-401 - HARRODS TEA,,2023-07-08 13:56:28,24,2023-07-07 13:05:00,2023-07-07 18:00:00,295.0,185.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,NOT WORKING,AIR FILTER BLOCKED,CM
AIR HANDLING UNIT-05,SUPPLY FAN BELT DAMAGED - HARRODS TEA,,2022-01-10 03:23:32,24,2022-01-09 02:33:00,2022-01-09 03:33:00,60.0,180.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,PDIS1- DUST FILTER STATUS -T4-08-04,,2022-03-25 15:28:58,24,2022-03-24 14:35:00,2022-03-24 17:50:00,195.0,65.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AIR HANDLING UNIT 206-AIRSIDE-MAIN TERMINAL BUILDING-FOURTH FLOOR AREA 008 BELT DAMAGED - T4-08-04,,2022-05-13 01:12:38,24,2022-05-12 00:20:00,2022-05-12 01:50:00,90.0,180.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,DP2 & DP3 FILTER ALARM,,2022-05-14 20:14:57,24,2022-05-13 19:20:00,2022-05-13 21:15:00,115.0,230.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,LOW AIR PRESSURE,SENSOR FAULTY,CM
AIR HANDLING UNIT-05,DP2 FILTER ALARM,,2022-05-20 10:33:56,24,2022-05-19 09:43:00,2022-05-19 12:30:00,167.0,125.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,NOISY,ABNORMAL VIBRATION OF EQUIPMENT DUE TO LOOSE PART OR SYSTEM COMPONENT,CM
AIR HANDLING UNIT-05,SUPPLY FAN MOTOR BELT IS DAMAGED,,2022-06-13 15:54:48,24,2022-06-12 15:00:00,2022-06-12 16:05:00,65.0,130.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,AHU BELT CRACKED  -  MAIN TERMINAL BUILDING-FOURTH FLOOR AREA 008,,2022-07-11 12:06:41,24,2022-07-10 11:15:00,2022-07-10 12:15:00,60.0,120.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,AHU V -BELT DAMAGED -T4-08-04,,2023-03-29 20:23:29,24,2023-03-28 19:30:00,2023-03-28 21:00:00,90.0,180.0,2,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,AIR HANDLING UNIT FILTER IS DIRTY,,2023-03-30 04:44:23,24,2023-03-29 03:50:00,2023-03-29 05:50:00,120.0,185.0,3,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,FILTER DIRTY -T4-08-04,,2023-06-28 19:57:28,24,2023-06-27 19:05:00,2023-06-27 22:10:00,185.0,277.0,4,HVAC,,Closed,Normal,FOURTH FLOOR AREA 008,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-12-06 00:00:00,168,,,,,0,HVAC,,Cancelled,Urgent,APRON CONTROL TOWER,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2022-01-10 00:00:00,168,2022-01-03 14:30:00,2022-01-03 16:28:00,118.0,236.0,2,HVAC,,Closed,Urgent,APRON CONTROL TOWER,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-02-09 00:00:00,168,2022-01-30 07:00:00,2022-01-30 08:30:00,90.0,180.0,2,HVAC,,Closed,Urgent,APRON CONTROL TOWER,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-03-11 00:00:00,168,2022-02-27 13:05:00,2022-02-27 14:30:00,85.0,170.0,2,HVAC,,Closed,Urgent,APRON CONTROL TOWER,N,,,PM
AIR HANDLING UNIT-05,6 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,360|2,2022-04-10 00:00:00,168,2022-04-06 11:35:00,2022-04-06 14:30:00,175.0,350.0,2,HVAC,,Closed,Urgent,APRON CONTROL TOWER,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-05-10 00:00:00,168,2022-05-05 07:00:00,2022-05-05 08:30:00,90.0,180.0,2,HVAC,,Closed,Urgent,APRON CONTROL TOWER,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-06-09 00:00:00,168,2022-05-30 10:45:00,2022-05-30 12:13:00,88.0,176.0,2,HVAC,,Closed,Urgent,APRON CONTROL TOWER,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2022-07-09 00:00:00,168,2022-06-27 07:00:00,2022-06-27 08:55:00,115.0,230.0,2,HVAC,,Closed,Urgent,APRON CONTROL TOWER,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-08-08 00:00:00,168,2022-08-03 10:10:00,2022-08-03 11:38:00,88.0,176.0,2,HVAC,,Closed,Urgent,APRON CONTROL TOWER,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-09-07 00:00:00,168,2022-08-31 08:32:00,2022-08-31 10:00:00,88.0,176.0,2,HVAC,,Closed,Urgent,APRON CONTROL TOWER,N,,,PM
AIR HANDLING UNIT-05,YEARLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,720|3,2022-10-07 00:00:00,168,2022-09-26 11:05:00,2022-09-26 15:00:00,235.0,705.0,3,HVAC,,Closed,Urgent,APRON CONTROL TOWER,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-11-06 00:00:00,168,2022-11-03 08:05:00,2022-11-03 09:33:00,88.0,176.0,2,HVAC,,Closed,Urgent,APRON CONTROL TOWER,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2023-01-05 00:00:00,168,2022-12-27 07:35:00,2022-12-27 09:35:00,120.0,240.0,2,HVAC,,Closed,Urgent,APRON CONTROL TOWER,N,,,PM
